productID,userid,opinion_lexicon_withoutSW_DT_IN,nltk_withoutSW_DT_IN,afinn_withoutSW_DT_IN,afinn_handling_negation,final score
B000063W1R,A1LRF0ZCQHIK0I,-1,-1,-1,1,-1
B000063W1R,AC4P2ILHYJS3S,1,1,1,1,1
B000063W1R,A2SZDYCNZPTM74,1,1,1,1,1
B000063W1R,AJ9G7XEBLY56C,-1,1,0,1,1
B000063W1R,A1O0FV74YJWRPL,1,1,1,1,1
B000063W1R,A17JF9HPSP3J3H,1,1,1,1,1
B000063W1R,A2RX6PA6YAUGXW,0,1,1,1,1
B000063W1R,A25M5W25GQPGDW,1,1,1,1,1
B000063W1R,AHPAI9KYAUMGF,1,1,1,1,1
B000063W1R,ATTETV8QSM1EX,1,1,1,1,1
B000063W1R,A1UGZNYU3NHKTY,1,1,1,1,1
B000063W1R,A396KT0U4VOI1E,1,1,1,1,1
B000063W1R,A3J6UKT3S8GZ1K,-1,1,1,1,1
B000063W1R,A1HHG9CDRDS8IG,1,1,1,1,1
B000063W1R,A22TGAZTYUERZN,1,1,1,1,1
B000063W1R,AO9A87DKEUH6J,1,1,1,1,1
B000063W1R,A3LXHBXOVW3TZU,1,1,1,1,1
B000063W1R,A37D2QEU08C1G8,1,1,1,1,1
B000063W1R,A1Z6PSZN53T7BL,1,1,1,1,1
B000063W1R,A9SBB3KS4EOAN,1,1,1,1,1
B000063W1R,A1I7EUZ6IGE4IX,1,1,1,1,1
B000063W1R,A1NISD0L3OTTYH,-1,1,0,0,0
B000063W1R,A37SEUCH6PISDK,1,1,1,1,1
B000063W1R,A1AIV6MT6LKX1N,1,1,1,1,1
B000063W1R,A32L8SSXE7OKGK,1,1,1,1,1
B000063W1R,ANCOMAI0I7LVG,1,1,1,1,1
B000063W1R,A3C7H0F73YXNTS,1,1,1,1,1
B000063W1R,A2XUIU2GOMA68G,1,1,1,-1,1
B000063W1R,A3EFCK0HZQPNQI,1,1,1,1,1
B000063W1R,A1U8WDQGJ0HZBP,1,1,1,1,1
B000063W1R,A3SPJY549DXL10,0,1,1,1,1
B000063W1R,A2RW7HXNEJ0QTQ,-1,1,1,1,1
B000063W1R,A4OWXQLYVER4R,0,-1,1,1,1
B000063W1R,AG9A3ZL7ODL6X,1,1,1,1,1
B000063W1R,A2XTMDDO0UCOGW,1,1,1,1,1
B000063W1R,A3GV24GH1AFXDJ,1,1,1,1,1
B000063W1R,A1VT9SADFD9BZV,1,1,1,1,1
B000063W1R,A31VEVBN7K842C,1,1,1,1,1
B000063W1R,A1O05HYBO2L271,1,1,1,1,1
B000063W1R,A1UMSB7LAW0RIR,1,1,1,1,1
B000063W1R,A22QDGL361UBG8,1,1,1,1,1
B000063W1R,A27GP310AJR9JI,0,1,1,1,1
B000063W1R,A39CX0EE4BZCZC,1,1,1,1,1
B000063W1R,A30PZUE2YQHXGJ,0,1,1,1,1
B000063W1R,A91VKBOACYQ7F,1,1,1,1,1
B000063W1R,A3VC1CIRFDXJAY,1,1,1,1,1
B000063W1R,A2PKRPEODLQSH1,1,1,1,1,1
B000063W1R,A3A4WQL80WOTMH,1,1,1,0,1
B000063W1R,A273SGLDMWWZ66,1,1,1,1,1
B000063W1R,A1GHUN5HXMHZ89,1,1,1,1,1
B000063W1R,AAVLB0GGEKRCO,1,1,1,-1,1
B000063W1R,A88PY6TRF86XF,1,1,1,1,1
B000063W1R,A2GB3S7X9KV11X,1,1,1,1,1
B000063W1R,A2PC9EFEVC8W59,1,1,1,1,1
B000063W1R,A15Q7ABIU9O9YZ,1,-1,-1,-1,-1
B000063W1R,A2NUHWMHA9XNKV,1,1,1,1,1
B000063W1R,A25HYPL2XKQPZB,1,1,1,1,1
B000063W1R,A1BZZNC5DJG3TZ,1,1,1,1,1
B000063W1R,A2TD13LRUGU46X,1,1,1,1,1
B000063W1R,A2Z71PNFQ40HF6,-1,1,1,1,1
B000063W1R,A16HYHVQIFMRP6,1,1,1,1,1
B000063W1R,A1FYYU65Q436C2,1,1,1,1,1
B000063W1R,A1G9FR0T9UGFQR,1,1,1,1,1
B000063W1R,A304OFBH6YJX8M,1,1,1,1,1
B000063W1R,A3D3D3349KVVFV,0,1,1,1,1
B000063W1R,A1GRC5WGBMT8BF,1,1,1,1,1
B000063W1R,AEXVGEMTTOXV9,1,1,1,1,1
B000063W1R,A2HN2BU4VXBQ3H,0,1,1,1,1
B000063W1R,AI2G6ZZS0G00Y,1,1,1,1,1
B000063W1R,A2KWFGHX2PKJJB,1,1,1,1,1
B000063W1R,A2NVQZ4Y7Y0J1R,1,1,1,1,1
B000063W1R,A34X0JH8GU1TCL,1,1,1,1,1
B000063W1R,A3A1MXZAP0AVYM,1,1,1,1,1
B000063W1R,AHQYCRL2FMG3D,1,1,1,1,1
B000063W1R,A1HX00DL0SZM1G,1,1,1,1,1
B000063W1R,AWMI8T6T8R0Q5,0,1,1,-1,1
B000063W1R,ASM49K4PPX7EA,1,1,1,1,1
B000063W1R,A2WB4OWBUH2VQX,1,1,1,1,1
B000063W1R,A1KFBAPAKMEQUF,1,1,1,1,1
B000063W1R,A16837CKPTA07O,1,1,1,-1,1
B000063W1R,A2ZLROGIL2V7GV,1,1,1,1,1
B000063W1R,A2PV19AS7V6JY3,1,1,1,1,1
B000063W1R,A1655SGPPUUCRP,1,1,1,1,1
B000063W1R,A3FX9KYW53MRBD,-1,-1,1,-1,-1
B000063W1R,A2ZQ75P93V9MX9,-1,1,1,-1,-1
B000063W1R,A3LFFFKJEO2ZFK,0,1,1,1,1
B000063W1R,A30LQLFU8JFDPM,0,1,1,1,1
B000063W1R,A3TXNSN0LN4CRC,1,1,1,1,1
B000063W1R,A7Y6AVS576M03,1,1,1,1,1
B000063W1R,A1ESIMERJCCX6,1,1,1,1,1
B000063W1R,A3S1N6O1HAURLJ,1,1,1,1,1
B000063W1R,AED6N2DP65192,1,1,1,1,1
B000063W1R,A2VN0HXQR27YF,-1,-1,-1,-1,-1
B000063W1R,A103VZ3KDF2RT5,-1,-1,-1,-1,-1
B000063W1R,AZ289K8AEXF21,1,1,-1,-1,-1
B000063W1R,A1MJ2N6XARKOFQ,1,1,1,1,1
B000063W1R,A2KW1R12GJO3BI,1,1,1,1,1
B000063W1R,A112UYCJEYZPIP,-1,1,1,1,1
B000063W1R,A2DB5YBO8INXWZ,1,1,1,1,1
B000063W1R,A21TCW8DZTOJKS,1,1,1,1,1
B000063W1R,A26WR0278FJD0Q,1,1,1,0,1
B000063W1R,AQZH7YTWQPOBE,1,1,1,1,1
B000063W1R,A2ZHLRZA2UHKNN,1,1,1,0,1
B000063W1R,A24TXEHKPFHT0J,1,1,1,1,1
B000063W1R,A3C9RIZVADD3B6,1,1,1,1,1
B000063W1R,A2AZOD3HG2EL5N,1,1,1,1,1
B000063W1R,A2GMUNBN9HKRZS,1,1,1,-1,1
B000063W1R,A37J2XO8DNJU5U,1,1,1,1,1
B000063W1R,A2A3L2QLRWD5F4,1,1,1,1,1
B000063W1R,AVRA2OVCB1K5I,1,1,1,1,1
B000063W1R,AT7DYVPTAY36C,1,1,1,1,1
B000063W1R,A1VQNX0TFZZPCD,1,1,1,1,1
B000063W1R,ADLN37B0153N,-1,1,1,1,1
B000063W1R,A1EI65WJC85U68,1,1,1,-1,1
B000063W1R,A87RT63V7SMD3,-1,-1,-1,-1,-1
B000063W1R,A3S3HYKVSZKFNF,1,1,1,1,1
B000063W1R,A3TI9JJG07FY3U,1,1,1,1,1
B000063W1R,A37GQ47VYV6Z3T,1,1,1,1,1
B000063W1R,A2J39S4NZE4R40,1,1,1,1,1
B000063W1R,A1PILMASEE483C,1,1,1,1,1
B000063W1R,AEP7IR7KT2UIA,1,1,1,1,1
B000063W1R,A15XXOVX6ZNNRO,1,1,1,1,1
B000063W1R,A17FLA8HQOFVIG,0,1,1,0,0
B000063W1R,AJFX9A874WWHI,-1,-1,-1,-1,-1
B000063W1R,A141HP4LYPWMSR,1,1,1,1,1
B000063W1R,AOVJYIUATQKR5,1,1,1,1,1
B000063W1R,A3PVJSJT8JZUAC,1,1,1,1,1
B000063W1R,A1K5KYE4MNQXG,1,1,1,1,1
B000063W1R,A3OI841P5R6FCH,0,1,1,1,1
B000063W1R,ADX5JX5LKLC22,1,1,1,1,1
B000063W1R,A2R93V4Q29O83N,1,1,1,0,1
B000063W1R,A1PO10SDIYHOMJ,0,1,1,-1,1
B000063W1R,A33N2SW8DMY4ZZ,-1,1,1,1,1
B000063W1R,A2RWH9TYO412RC,1,-1,-1,-1,-1
B000063W1R,A3GGH1ZRO1X6AN,-1,1,-1,-1,-1
B000063W1R,AYDMO7GMLIQJ3,-1,-1,0,0,0
B000063W1R,A2YMUM79BAB0TF,0,1,1,-1,1
B000063W1R,A6XTOZKDV7X94,1,1,1,1,1
B000063W1R,AZS4LNQFPHPZL,1,1,1,1,1
B000063W1R,A1QQPIUXWD4G0Z,1,1,1,1,1
B000063W1R,A2NHDJD281DRHM,1,1,1,1,1
B000063W1R,A205217DOX0SCR,1,1,1,1,1
B000063W1R,A3PU5P5DWN5OOZ,1,1,1,1,1
B000063W1R,A898P4CKWFLTT,-1,-1,-1,-1,-1
B000063W1R,AIDZDBQXIB0SE,1,1,1,-1,1
B000063W1R,A15S44J4NHU4LS,-1,-1,-1,-1,-1
B000063W1R,A21ZR0P46CLQTE,-1,-1,-1,-1,-1
B000063W1R,A303AOOHDU1VZ2,-1,-1,-1,-1,-1
B000063W1R,A2MMIZ653FBNPT,-1,-1,-1,-1,-1
B000063W1R,A2DRCJ1YOFTZKK,1,1,1,1,1
B000063W1R,A1XFGXKWNL752X,1,1,1,1,1
B000063W1R,A2NNTNC715AJ50,1,1,1,1,1
B000063W1R,A1VNKHD87ZGMQE,-1,-1,-1,1,-1
B000063W1R,A3JJA7N685ASZG,1,1,1,-1,1
B000063W1R,A1ERZIZ48CBCSB,1,1,1,1,1
B000063W1R,A1N8K1X0OLLADY,1,1,1,1,1
B000063W1R,A3UBWCLVJ6WN2V,1,1,1,1,1
B000063W1R,AYG1U47VFZ165,0,1,1,1,1
B000063W1R,A1VP82VQ411AHH,1,1,1,1,1
B000063W1R,A21QS6KC7OZ5F4,1,1,1,1,1
B000063W1R,AFPJRGS99VU8P,1,1,1,1,1
B000063W1R,A3KZWXHLEMAZID,-1,1,0,0,0
B000063W1R,AJUDAZVU7UMJC,1,1,1,1,1
B000063W1R,A1G4B9IY8WU9ES,1,1,1,1,1
B000063W1R,A18SC0K2OUTGFF,0,1,1,1,1
B000063W1R,AZC67HZXX5EQ1,1,1,1,1,1
B000063W1R,A3DR96TWTYQBIB,0,1,1,1,1
B000063W1R,AFQ1KU9Z93PES,0,1,1,1,1
B000063W1R,A3NNV90ZY500DK,0,-1,1,-1,-1
B000063W1R,A3JLOIXFM75QNV,1,1,0,1,1
B000063W1R,A2NTNKFWSU5K7R,1,1,1,1,1
B000063W1R,A5711PC5T465W,1,1,1,1,1
B000063W1R,A12PNLQL3E6W4C,1,1,1,1,1
B000063W1R,A3UJJGY799F76I,1,1,1,1,1
B000063W1R,A3BVH10DSPW8YO,0,1,1,1,1
B000063W1R,ANE9HHP1P8LEP,1,1,1,1,1
B000063W1R,AGKMDWGVABVH,-1,1,1,1,1
B000063W1R,A27RJ30RN5K9MX,1,1,1,1,1
B000063W1R,ASIDGLECI96TG,1,1,1,1,1
B000063W1R,A26DX7HHQ7EM60,0,1,0,0,0
B000063W1R,A1U15OYLAI4DD3,1,1,1,0,1
B000063W1R,A34F4ZL5HE99AT,-1,-1,-1,-1,-1
B000063W1R,A1Q44JC73WF03N,1,1,1,-1,1
B000063W1R,A2UAQ4AB1XU623,-1,1,1,1,1
B000063W1R,A32AK8FOAZEPE2,-1,-1,-1,-1,-1
B000063W1R,AIQ2YYD0AU151,1,-1,1,1,1
B000063W1R,AVBFGFL4E7JHF,1,1,1,1,1
B000063W1R,A3QLZ79JF6R1A4,-1,1,1,1,1
B000063W1R,A2NJO6YE954DBH,1,1,1,1,1
B000063W1R,AY99WNAYRUIFC,1,1,1,1,1
B000063W1R,A1KBEHXGW71JDO,-1,1,1,-1,-1
B000063W1R,A3UP5OPI1HA6WS,1,1,1,1,1
B000063W1R,A36TASDZP9B4R6,1,1,1,1,1
B000063W1R,A3J510E9W1CJ1K,-1,-1,0,-1,-1
B000063W1R,A1GVLNWPIGLICW,1,1,1,1,1
B000063W1R,AON6QJ88F2ARM,0,1,1,1,1
B000063W1R,A2VLH0R0UP9ULJ,-1,-1,-1,-1,-1
B000063W1R,ASUEUK3RMFZHR,1,1,0,0,0
B000063W1R,A2NK3PX0BLER6M,1,1,1,1,1
B000063W1R,A2ZYB2S79GU5WL,1,1,1,1,1
B000063W1R,A2D4RUMDYEF0S5,0,1,1,1,1
B000063W1R,A2AW4A1E87R9UH,0,1,0,0,0
B000063W1R,AQ01Q3070LT29,-1,-1,-1,-1,-1
B000063W1R,A2YWGP8UUU66SQ,-1,-1,-1,-1,-1
B000063W1R,A1HBXCEAW5FEBJ,0,1,1,1,1
B000063W1R,A2AFM0SLLFPSJ1,1,1,1,1,1
B000063W1R,A2887J6P8VPB5H,-1,1,-1,-1,-1
B000063W1R,A3I3UF46UWQJFU,1,1,1,1,1
B000063W1R,A2FRKEXDXDN1KI,1,1,1,1,1
B000063W1R,A2AVV9LV9UXT6F,1,1,1,1,1
B000063W1R,A2ZDBOE1KHVHRA,1,1,1,1,1
B000063W1R,A1YVPBDG2OFMD2,1,1,1,1,1
B000063W1R,A14NA0W8ESGDSI,1,1,1,1,1
B000063W1R,A1KMDI5N5ZT85T,1,1,1,1,1
B000063W1R,A3NPQO93S1ENI8,0,1,0,0,0
B000063W1R,A10ODC971MDHV8,1,1,1,1,1
B000063W1R,AI0P5DBIEN5RT,1,1,1,1,1
B000063W1R,A7415KR7WH7CX,1,1,1,1,1
B000063W1R,A13F8LV1XX4UHQ,1,1,1,1,1
B000063W1R,AD8CNMZFHUN1D,1,1,1,1,1
B000063W1R,A2SPHTIPK9IKDQ,1,1,1,1,1
B000063W1R,A37IL8B2RL95PL,-1,1,-1,-1,-1
B000063W1R,A2GRC6IJRA7W4H,1,1,1,1,1
B000063W1R,A3760PCQD2MPIO,1,1,1,1,1
B000063W1R,AMI43JPFFO2TN,0,-1,-1,-1,-1
B000063W1R,AEM0D3OFOR9RQ,1,1,1,1,1
B000063W1R,A3EXIM9H3PLDX9,1,1,1,1,1
B000063W1R,A2BN2CP2LDD8QJ,1,1,1,1,1
B000063W1R,A2CBIB1NYHOH87,1,1,1,-1,1
B000063W1R,A25AXWGBGJ5KBS,1,1,1,1,1
B000063W1R,A2UBFC3U1ZU7C8,1,1,1,1,1
B000063W1R,A2D6TWLYZ0Z6O9,1,1,1,1,1
B000063W1R,A3BXC8JS7FNH0Y,1,1,1,1,1
B000063W1R,A6EGKP0KY5B1A,-1,-1,-1,-1,-1
B000NDFLWG,A3GYVMUS7SSDFW,1,1,1,-1,1
B000NDFLWG,AJYGQV81FSFE2,-1,1,-1,-1,-1
B000NDFLWG,A39F5HLWQEZD7E,1,1,1,1,1
B000NDFLWG,A21SBJ6QU1C4IX,-1,1,-1,-1,-1
B000NDFLWG,APX3HA2INR9QM,-1,-1,-1,0,-1
B000NDFLWG,AR2ZNBYLIUYQ6,-1,-1,-1,-1,-1
B000NDFLWG,A1TK6WNUIAEQRU,0,-1,-1,-1,-1
B000NDFLWG,A37FUJC2L7DSPT,-1,1,-1,1,-1
B000NDFLWG,A18LC2UPXD4DZ9,-1,-1,-1,-1,-1
B000NDFLWG,A1LMZB5FVKBKPB,-1,1,1,1,1
B000NDFLWG,A85KCC7MZQ7GB,-1,1,-1,-1,-1
B000NDFLWG,A2JECU4P2NP7YA,1,1,-1,-1,-1
B000NDFLWG,A35LEV42ZRPUHR,0,-1,0,0,0
B000NDFLWG,A39HF4IVF4LRHD,1,1,-1,1,1
B000NDFLWG,APTVTG9K46GE0,0,1,1,1,1
B000NDFLWG,A53S8VVT1IHA7,-1,1,-1,-1,-1
B000NDFLWG,A1JR2MV0G2BYXO,-1,-1,0,1,-1
B000WI23KA,A1RBMOHIBUBC4U,1,-1,0,-1,-1
B000WI23KA,A1GHO6BR5J0NHX,1,1,1,1,1
B000WI23KA,A1R0VUVAIDXKOT,1,1,1,1,1
B000WI23KA,A5QDZTTB2R1Q2,1,1,1,1,1
B000WI23KA,A1IO6CH22LIMT1,1,1,1,1,1
B000WI23KA,APV42WWCRYX5U,-1,-1,-1,-1,-1
B008FPU7AA,A196IMI8WKWDFK,-1,1,1,1,1
B008FPU7AA,A62OMGKSVPZZU,-1,1,1,1,1
B008FPU7AA,A1J03J0HZ7KU5T,1,1,1,1,1
B008FPU7AA,A2AOZQ3WTNVVOK,1,-1,1,1,1
B008FPU7AA,AV6QDP8Q0ONK4,-1,-1,-1,-1,-1
B008FPU7AA,A1GGOC9PVDXW7Z,-1,-1,-1,-1,-1
B008FPU7AA,AOY8YY8IOM71U,1,1,1,1,1
B008FPU7AA,A1GGOC9PVDXW7Z,-1,-1,-1,-1,-1
B008FPU7AA,A1GGOC9PVDXW7Z,0,-1,-1,1,-1
B008FPU7AA,A3MV1KKHX51FYT,-1,-1,-1,-1,-1
B008FPU7AA,AIMR915K4YCN,-1,1,0,0,0
B008FPU7AA,A1GWSZ4I2QGCNJ,-1,-1,-1,-1,-1
0790747324,AEXTGSES7BVSV,1,1,1,1,1
0790747324,A324LH8S4C8U4W,1,1,1,1,1
0790747324,A96DHMTN072M1,1,1,1,1,1
0790747324,A1L7G9JSLCY384,1,1,1,1,1
0790747324,A1ZPC1MHSY1RUY,1,1,1,1,1
0790747324,A3BSL4PQKPH3SQ,1,1,1,1,1
0790747324,A2IMHV5ZARXIDR,1,1,1,1,1
0790747324,A25JH6CO4DVINS,1,1,1,1,1
0790747324,A2YD21XOPJ966C,1,1,1,1,1
0790747324,A1JY13815273PS,1,1,1,1,1
0790747324,A18L8A19V8XHRF,1,1,1,1,1
0790747324,A642JVHMR691N,-1,1,1,1,1
0790747324,A1IR2GGUJUELG0,1,1,1,1,1
0790747324,A2H22I2RWE0HOV,1,1,1,1,1
0790747324,A3W06CKKUVIAIY,0,1,0,0,0
0790747324,A286G67EK7Q1WD,1,1,1,1,1
0790747324,A3JPPR6JT75N0E,1,1,1,1,1
